   7.0000000e+06   6.9416667e+06   6.8833333e+06   6.8307211e+06   6.7823558e+06   6.7353681e+06   6.6893944e+06   6.6427477e+06   6.5963531e+06   6.5505905e+06   6.5055844e+06   6.4613756e+06   6.4179794e+06   6.3781787e+06   6.3412947e+06   6.3070046e+06   6.2751957e+06   6.2458144e+06   6.2188230e+06   6.1894575e+06   6.1574307e+06   6.1226842e+06   6.0852046e+06   6.0450039e+06   6.0021073e+06
   6.9513523e+06   6.9181559e+06   6.8701562e+06   6.8198213e+06   6.7722114e+06   6.7261008e+06   6.6809897e+06   6.6323261e+06   6.5837673e+06   6.5356258e+06   6.4880129e+06   6.4409577e+06   6.3944628e+06   6.3575801e+06   6.3234485e+06   6.2917407e+06   6.2623375e+06   6.2351773e+06   6.2102150e+06   6.1786888e+06   6.1443401e+06   6.1070346e+06   6.0667467e+06   6.0234784e+06   5.9772438e+06
   6.9629827e+06   6.9287718e+06   6.8799247e+06   6.8288311e+06   6.7805048e+06   6.7336935e+06   6.6879032e+06   6.6408480e+06   6.5940462e+06   6.5478399e+06   6.5023451e+06   6.4575955e+06   6.4135993e+06   6.3744729e+06   6.3382222e+06   6.3045189e+06   6.2732483e+06   6.2443520e+06   6.2177881e+06   6.1879867e+06   6.1555084e+06   6.1202599e+06   6.0822251e+06   6.0414158e+06   5.9978565e+06
   6.9768862e+06   6.9360481e+06   6.8828628e+06   6.8307192e+06   6.7822239e+06   6.7352372e+06   6.6892672e+06   6.6426130e+06   6.5962206e+06   6.5504612e+06   6.5054584e+06   6.4612530e+06   6.4178603e+06   6.3780816e+06   6.3412093e+06   6.3069294e+06   6.2751302e+06   6.2457579e+06   6.2187749e+06   6.1893918e+06   6.1573536e+06   6.1225951e+06   6.0851025e+06   6.0448880e+06   6.0019767e+06
   6.9512923e+06   6.9257382e+06   6.8808399e+06   6.8306916e+06   6.7822618e+06   6.7353030e+06   6.6893709e+06   6.6429265e+06   6.5969544e+06   6.5517650e+06   6.5074393e+06   6.4639786e+06   6.4213586e+06   6.3822344e+06   6.3458379e+06   6.3119562e+06   6.2805073e+06   6.2514423e+06   6.2247226e+06   6.1954195e+06   6.1634437e+06   6.1287418e+06   6.0913082e+06   6.0511599e+06   6.0083261e+06
   6.9338060e+06   6.9095567e+06   6.8658002e+06   6.8165980e+06   6.7690235e+06   6.7229061e+06   6.6778012e+06   6.6303202e+06   6.5832640e+06   6.5369364e+06   6.4914198e+06   6.4467153e+06   6.4027981e+06   6.3646759e+06   6.3292761e+06   6.2963773e+06   6.2658946e+06   6.2377772e+06   6.2119847e+06   6.1816116e+06   6.1485217e+06   6.1126496e+06   6.0739857e+06   6.0325437e+06   5.9883491e+06
   6.9514254e+06   6.9266595e+06   6.8840077e+06   6.8353500e+06   6.7873019e+06   6.7403940e+06   6.6944116e+06   6.6491409e+06   6.6048296e+06   6.5615654e+06   6.5193362e+06   6.4780907e+06   6.4377618e+06   6.3993811e+06   6.3632594e+06   6.3294965e+06   6.2980942e+06   6.2690264e+06   6.2422616e+06   6.2133013e+06   6.1816381e+06   6.1472423e+06   6.1101319e+06   6.0703353e+06   6.0278886e+06
   6.8779967e+06   6.8596665e+06   6.8230381e+06   6.7759048e+06   6.7253516e+06   6.6741605e+06   6.6231758e+06   6.5797163e+06   6.5395755e+06   6.5009912e+06   6.4633504e+06   6.4264033e+06   6.3900016e+06   6.3515164e+06   6.3142484e+06   6.2791389e+06   6.2463866e+06   6.2160150e+06   6.1880066e+06   6.1564227e+06   6.1215238e+06   6.0835228e+06   6.0425186e+06   5.9985690e+06   5.9517290e+06
   6.8327927e+06   6.8125459e+06   6.7736831e+06   6.7234314e+06   6.6688739e+06   6.6131524e+06   6.5573028e+06   6.5193761e+06   6.4858442e+06   6.4537923e+06   6.4223732e+06   6.3912736e+06   6.3603240e+06   6.3220794e+06   6.2845470e+06   6.2490881e+06   6.2159755e+06   6.1852496e+06   6.1568972e+06   6.1229711e+06   6.0854804e+06   6.0447277e+06   6.0008167e+06   5.9538008e+06   5.9037259e+06
   6.9093997e+06   6.8907170e+06   6.8542130e+06   6.8084835e+06   6.7604351e+06   6.7122624e+06   6.6645840e+06   6.6177401e+06   6.5720408e+06   6.5274755e+06   6.4839835e+06   6.4415277e+06   6.4000985e+06   6.3605604e+06   6.3232290e+06   6.2882743e+06   6.2557379e+06   6.2256098e+06   6.1978649e+06   6.1680258e+06   6.1353463e+06   6.0998095e+06   6.0614660e+06   6.0203579e+06   5.9765245e+06
   6.3232611e+06   6.3233082e+06   6.3072699e+06   6.2797438e+06   6.2478326e+06   6.2148632e+06   6.1820135e+06   6.0864970e+06   5.9768742e+06   5.8612743e+06   5.7408783e+06   5.6156178e+06   5.4851797e+06   5.4607370e+06   5.4641365e+06   5.4755495e+06   5.4899356e+06   5.5059859e+06   5.5233164e+06   5.4815744e+06   5.4239344e+06   5.3595307e+06   5.2902988e+06   5.2166135e+06   5.1384960e+06
   7.5815328e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06
