   7.0000000e+06   6.9416667e+06   6.8833333e+06   6.8306338e+06   6.7822003e+06   6.7351245e+06   6.6890653e+06   6.6424073e+06   6.5960366e+06   6.5503089e+06   6.5053462e+06   6.4611907e+06   6.4178617e+06   6.3780899e+06   6.3411999e+06   6.3068858e+06   6.2750452e+06   6.2456289e+06   6.2186009e+06   6.1891967e+06   6.1571188e+06   6.1223112e+06   6.0847628e+06   6.0444871e+06   6.0015094e+06
   6.9510942e+06   6.9178964e+06   6.8698928e+06   6.8196397e+06   6.7719980e+06   6.7258242e+06   6.6806417e+06   6.6319411e+06   6.5833722e+06   6.5352363e+06   6.4876397e+06   6.4406106e+06   6.3941532e+06   6.3572908e+06   6.3231541e+06   6.2914283e+06   6.2620031e+06   6.2348212e+06   6.2098391e+06   6.1782563e+06   6.1438381e+06   6.1064539e+06   6.0660802e+06   6.0227198e+06   5.9763866e+06
   6.9627250e+06   6.9285128e+06   6.8796617e+06   6.8286502e+06   6.7802916e+06   6.7334170e+06   6.6875553e+06   6.6404634e+06   6.5936518e+06   6.5474513e+06   6.5019729e+06   6.4572496e+06   6.4132910e+06   6.3741846e+06   6.3379286e+06   6.3042072e+06   6.2729144e+06   6.2439964e+06   6.2174126e+06   6.1875547e+06   6.1550069e+06   6.1196801e+06   6.0815600e+06   6.0406591e+06   5.9970019e+06
   6.9768862e+06   6.9360340e+06   6.8828427e+06   6.8306339e+06   6.7820681e+06   6.7349931e+06   6.6889377e+06   6.6422728e+06   6.5959043e+06   6.5501798e+06   6.5052205e+06   6.4610684e+06   6.4177429e+06   6.3779929e+06   6.3411144e+06   6.3068105e+06   6.2749796e+06   6.2455722e+06   6.2185527e+06   6.1891308e+06   6.1570415e+06   6.1222217e+06   6.0846604e+06   6.0443708e+06   6.0013784e+06
   6.9503200e+06   6.9249385e+06   6.8803696e+06   6.8302790e+06   6.7818810e+06   6.7349259e+06   6.6889618e+06   6.6423959e+06   6.5962971e+06   6.5510011e+06   6.5065811e+06   6.4630322e+06   6.4203270e+06   6.3811309e+06   6.3446663e+06   6.3107183e+06   6.2792061e+06   6.2500821e+06   6.2233084e+06   6.1939324e+06   6.1618734e+06   6.1270778e+06   6.0895400e+06   6.0492768e+06   6.0063168e+06
   6.9328309e+06   6.9087530e+06   6.8653252e+06   6.8161839e+06   6.7686414e+06   6.7225281e+06   6.6773916e+06   6.6297897e+06   6.5826065e+06   6.5361718e+06   6.4905603e+06   6.4457671e+06   6.4017643e+06   6.3635700e+06   6.3281019e+06   6.2951368e+06   6.2645908e+06   6.2364144e+06   6.2105679e+06   6.1801217e+06   6.1469482e+06   6.1109819e+06   6.0722132e+06   6.0306556e+06   5.9863340e+06
   6.9506879e+06   6.9262917e+06   6.8842264e+06   6.8357979e+06   6.7878345e+06   6.7409538e+06   6.6949599e+06   6.6496923e+06   6.6054041e+06   6.5621800e+06   6.5199936e+06   6.4787816e+06   6.4384663e+06   6.4000537e+06   6.3638983e+06   6.3301060e+06   6.2986773e+06   6.2695850e+06   6.2427976e+06   6.2138218e+06   6.1821420e+06   6.1477249e+06   6.1105882e+06   6.0707604e+06   6.0282776e+06
   6.8830356e+06   6.8647220e+06   6.8282256e+06   6.7812293e+06   6.7308848e+06   6.6799621e+06   6.6292761e+06   6.5859334e+06   6.5457763e+06   6.5071003e+06   6.4693172e+06   6.4321806e+06   6.3955302e+06   6.3569948e+06   6.3197990e+06   6.2848075e+06   6.2521869e+06   6.2219487e+06   6.1940715e+06   6.1627201e+06   6.1281107e+06   6.0904317e+06   6.0497748e+06   6.0061967e+06   5.9597523e+06
   6.8378685e+06   6.8176387e+06   6.7789005e+06   6.7287885e+06   6.6744380e+06   6.6189847e+06   6.5634374e+06   6.5256434e+06   6.4921033e+06   6.4599601e+06   6.4283956e+06   6.3971025e+06   6.3659008e+06   6.3275909e+06   6.2901216e+06   6.2547780e+06   6.2217971e+06   6.1912055e+06   6.1629855e+06   6.1292877e+06   6.0920857e+06   6.0516568e+06   6.0080963e+06   5.9614558e+06   5.9117814e+06
   6.9120122e+06   6.8931873e+06   6.8564866e+06   6.8105761e+06   6.7624501e+06   6.7142696e+06   6.6666212e+06   6.6198592e+06   6.5742605e+06   6.5297971e+06   6.4864084e+06   6.4440636e+06   6.4027630e+06   6.3633056e+06   6.3260380e+06   6.2911468e+06   6.2586743e+06   6.2286085e+06   6.2009228e+06   6.1710919e+06   6.1384106e+06   6.1028790e+06   6.0645500e+06   6.0234649e+06   5.9796619e+06
   6.3261428e+06   6.3260569e+06   6.3098115e+06   6.2820799e+06   6.2500568e+06   6.2170561e+06   6.1842235e+06   6.0888003e+06   5.9793074e+06   5.8638511e+06   5.7436085e+06   5.6185170e+06   5.4882745e+06   5.4639465e+06   5.4674134e+06   5.4788782e+06   5.4933113e+06   5.5094055e+06   5.5267760e+06   5.4850589e+06   5.4274386e+06   5.3630621e+06   5.2938693e+06   5.2202349e+06   5.1421801e+06
   7.5808631e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06   7.5000000e+06
   5.2250063e+06   5.3028906e+06   5.3789630e+06   5.4403324e+06   5.4912995e+06   5.5359071e+06   5.5760343e+06   5.4638155e+06   5.3171443e+06   5.1574941e+06   4.9881424e+06   4.8088128e+06   4.6183714e+06   4.5783381e+06   4.5822407e+06   4.6002622e+06   4.6238816e+06   4.6506000e+06   4.6796217e+06   4.4765141e+06   4.1869322e+06   3.8394419e+06   3.4316117e+06   2.9472518e+06   2.3538924e+06
   2.8390744e+06   2.8299797e+06   2.8098282e+06   2.7823516e+06   2.7517326e+06   2.7199064e+06   2.6877456e+06   2.6556001e+06   2.6239327e+06   2.5929377e+06   2.5626529e+06   2.5330570e+06   2.5041105e+06   2.4764987e+06   2.4503557e+06   2.4257633e+06   2.4027728e+06   2.3814052e+06   2.3616596e+06   2.3416937e+06   2.3206700e+06   2.2981933e+06   2.2740835e+06   2.2482684e+06   2.2207316e+06
   9.2606625e+06   9.2490372e+06   9.2200703e+06   9.1763466e+06   9.1237733e+06   9.0667354e+06   9.0077443e+06   8.9502032e+06   8.8944528e+06   8.8402279e+06   8.7872713e+06   8.7353956e+06   8.6844553e+06   8.6341142e+06   8.5853442e+06   8.5388586e+06   8.4950317e+06   8.4540368e+06   8.4159431e+06   8.3777076e+06   8.3376379e+06   8.2948570e+06   8.2489188e+06   8.1996049e+06   8.1468222e+06
   7.5000000e+01   3.7275389e+01   1.3259198e+01   4.9862242e+00   4.5790606e+00   4.4473557e+00   4.3481055e+00   4.4013281e+00   4.3709549e+00   4.3071436e+00   4.2319947e+00   4.1530178e+00   4.0723865e+00   3.7356075e+00   3.4628186e+00   3.2191952e+00   2.9855585e+00   2.7569024e+00   2.5319204e+00   2.7531587e+00   3.0018956e+00   3.2554370e+00   3.5095432e+00   3.7619013e+00   4.0113497e+00
  -2.0000000e+01  -1.9009398e+01  -1.8106096e+01  -1.7262304e+01  -1.6441493e+01  -1.5615259e+01  -1.4786762e+01  -1.6437005e+01  -1.8104472e+01  -1.9773356e+01  -2.1442737e+01  -2.3112243e+01  -2.4781764e+01  -2.3160276e+01  -2.1506496e+01  -1.9851219e+01  -1.8195409e+01  -1.6539315e+01  -1.4883004e+01  -1.6518836e+01  -1.8172324e+01  -1.9825226e+01  -2.1478045e+01  -2.3130907e+01  -2.4783866e+01
  -2.8916301e+01  -2.0741381e+01  -1.3128633e+01  -1.0006654e+01  -9.2548985e+00  -8.6301970e+00  -8.0057629e+00  -9.1159066e+00  -1.0244323e+01  -1.1339552e+01  -1.2426919e+01  -1.3526050e+01  -1.4650994e+01  -1.3496444e+01  -1.2217501e+01  -1.0920864e+01  -9.6109080e+00  -8.2886525e+00  -6.9539980e+00  -8.0904500e+00  -9.2866079e+00  -1.0465703e+01  -1.1632886e+01  -1.2790468e+01  -1.3939754e+01
   8.9163008e+00   4.8209267e+00  -5.7021280e-01  -2.6572067e+00  -2.8306431e+00  -2.7659483e+00  -2.6560822e+00  -3.0887457e+00  -3.6561662e+00  -4.2878116e+00  -4.9376547e+00  -5.5786591e+00  -6.1946073e+00  -6.1644061e+00  -6.0465727e+00  -5.9162883e+00  -5.7889705e+00  -5.6685121e+00  -5.5563439e+00  -5.7648300e+00  -5.9837904e+00  -6.2116877e+00  -6.4506069e+00  -6.7007846e+00  -6.9620592e+00
   1.6999873e+01   1.0879989e+01   5.2234275e+00   2.2646351e+00   1.3897819e+00   8.7486381e-01   3.8995878e-01  -4.1874462e-01  -1.3749543e+00  -2.2773521e+00  -3.0956741e+00  -3.8268529e+00  -4.4655458e+00  -4.9744920e+00  -5.3257711e+00  -5.6028289e+00  -5.8362795e+00  -6.0343255e+00  -6.1993788e+00  -6.2252900e+00  -6.2289601e+00  -6.2252298e+00  -6.2187642e+00  -6.2122319e+00  -6.2077532e+00
   2.0000000e+01   1.9162260e+01   1.8358325e+01   1.7651363e+01   1.6996294e+01   1.6340000e+01   1.5680485e+01   1.6329957e+01   1.6999841e+01   1.7672045e+01   1.8344765e+01   1.9017438e+01   1.9689903e+01   1.9064340e+01   1.8417020e+01   1.7768097e+01   1.7118558e+01   1.6468645e+01   1.5818431e+01   1.6452895e+01   1.7100542e+01   1.7747763e+01   1.8394954e+01   1.9042279e+01   1.9689821e+01
   9.6029926e+00   9.5661630e+00   9.5041480e+00   9.4375292e+00   9.3757432e+00   9.3171254e+00   9.2603525e+00   9.2025373e+00   9.1451780e+00   9.0887170e+00   9.0332554e+00   8.9787996e+00   8.9253298e+00   8.8768551e+00   8.8320051e+00   8.7903756e+00   8.7518054e+00   8.7162068e+00   8.6835212e+00   8.6466575e+00   8.6059692e+00   8.5615974e+00   8.5136347e+00   8.4621475e+00   8.4071880e+00
   3.6868193e+00   7.1350874e+00   1.2869628e+01   1.5870060e+01   1.6602460e+01   1.6680156e+01   1.6576131e+01   1.8278002e+01   2.0530061e+01   2.2872918e+01   2.5167916e+01   2.7366323e+01   2.9441300e+01   3.0059887e+01   3.0234805e+01   3.0274210e+01   3.0255934e+01   3.0199922e+01   3.0112332e+01   3.0350367e+01   3.0568368e+01   3.0772581e+01   3.0981279e+01   3.1202904e+01   3.1442264e+01
  -3.6313181e+01  -3.4526623e+01  -3.2740760e+01  -3.2148727e+01  -3.2725155e+01  -3.3778371e+01  -3.4970574e+01  -3.4319434e+01  -3.3017864e+01  -3.1553462e+01  -3.0086609e+01  -2.8676807e+01  -2.7358057e+01  -2.7283422e+01  -2.7533920e+01  -2.7840066e+01  -2.8143240e+01  -2.8431078e+01  -2.8701318e+01  -2.9346990e+01  -3.0130965e+01  -3.0973717e+01  -3.1846639e+01  -3.2736769e+01  -3.3635111e+01
   4.0000000e+01   3.7998207e+01   3.9297758e+01   4.0756817e+01   4.2140866e+01   4.3439243e+01   4.4665288e+01   4.5829608e+01   4.6931254e+01   4.7973211e+01   4.8960595e+01   4.9898716e+01   5.0792591e+01   5.1623661e+01   5.2388369e+01   5.3088401e+01   5.3727248e+01   5.4308490e+01   5.4835375e+01   5.5396148e+01   5.5999233e+01   5.6643026e+01   5.7324840e+01   5.8041783e+01   5.8790853e+01
  -1.0000000e+01  -9.7364841e+00  -9.4016193e+00  -9.0551481e+00  -8.7125083e+00  -8.3734867e+00  -8.0361457e+00  -8.2324487e+00  -8.5351533e+00  -8.8572599e+00  -9.1823857e+00  -9.5073533e+00  -9.8314155e+00  -9.7979213e+00  -9.6701190e+00  -9.5159477e+00  -9.3542441e+00  -9.1903330e+00  -9.0257203e+00  -9.4040172e+00  -9.9124189e+00  -1.0446973e+01  -1.0980572e+01  -1.1501846e+01  -1.1998146e+01
  -5.0000000e+01  -5.1006895e+01  -5.2106654e+01  -5.3587283e+01  -5.5447923e+01  -5.7475340e+01  -5.9556334e+01  -5.6748381e+01  -5.3224647e+01  -4.9549478e+01  -4.5830959e+01  -4.2096161e+01  -3.8351842e+01  -3.7977646e+01  -3.8023252e+01  -3.8136490e+01  -3.8262017e+01  -3.8388757e+01  -3.8514367e+01  -3.9893660e+01  -4.1377184e+01  -4.2875623e+01  -4.4379429e+01  -4.5886318e+01  -4.7396017e+01
